doc_rank	rank	affiliation	firstname	initials	lastname
63	36	"Harvard Medical School, Boston, Massachusetts 02215, USA.
Broad Institute of MIT and Harvard, Cambridge, Massachusetts 02142, USA."	Eric S	ES	Lander
63	37	"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts 02215, USA.
Broad Institute of MIT and Harvard, Cambridge, Massachusetts 02142, USA."	Edward F	EF	Fritsch
63	38	"Harvard Medical School, Boston, Massachusetts 02215, USA.
Broad Institute of MIT and Harvard, Cambridge, Massachusetts 02142, USA.
Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts 02215, USA."	Nir	N	Hacohen
63	39	"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts 02215, USA.
Department of Medicine, Brigham and Women's Hospital, Boston, Massachusetts 02215, USA.
Harvard Medical School, Boston, Massachusetts 02215, USA.
Broad Institute of MIT and Harvard, Cambridge, Massachusetts 02142, USA."	Catherine J	CJ	Wu
64	0	The Ronald O. Perelman Department of Dermatology, Perlmutter Cancer Center, New York University School of Medicine, New York, NY, USA.	Chloe	C	Goldman
64	1		Jeremy	J	Tchack
64	2		Eric M	EM	Robinson
64	3		Sung Won	SW	Han
64	4		Una	U	Moran
64	5		David	D	Polsky
64	6		Russell S	RS	Berman
64	7		Richard L	RL	Shapiro
64	8		Patrick A	PA	Ott
64	9		Iman	I	Osman
64	10		Hua	H	Zhong
64	11		Anna C	AC	Pavlick
64	12		Melissa Ann	MA	Wilson
65	0	Department of Radiology, Brigham and Women's Hospital and Dana-Farber Cancer Institute, Boston, Massachusetts. Mizuki_Nishino@dfci.harvard.edu.	Mizuki	M	Nishino
65	1	Department of Biostatistics & Computational Biology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Anita	A	Giobbie-Hurder
65	2	"Department of Medical Oncology, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, Massachusetts.
Department of Medicine, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, Massachusetts."	Michael P	MP	Manos
65	3	"Department of Medical Oncology, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, Massachusetts.
Department of Medicine, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, Massachusetts."	Nancy	N	Bailey
65	4	"Department of Medical Oncology, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, Massachusetts.
Department of Medicine, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, Massachusetts."	Elizabeth I	EI	Buchbinder
65	5	"Department of Medical Oncology, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, Massachusetts.
Department of Medicine, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, Massachusetts."	Patrick A	PA	Ott
65	6	Department of Radiology, Brigham and Women's Hospital and Dana-Farber Cancer Institute, Boston, Massachusetts.	Nikhil H	NH	Ramaiya
65	7	"Department of Medical Oncology, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, Massachusetts.
Department of Medicine, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, Massachusetts."	F Stephen	FS	Hodi
66	0	Department of Radiation Oncology, Brigham and Women's Hospital, Harvard Medical School, 75 Francis Street, Boston, MA, 02115, USA. dcagney@lroc.harvard.edu.	Daniel N	DN	Cagney
66	1	Department of Radiation Oncology, Brigham and Women's Hospital, Harvard Medical School, 75 Francis Street, Boston, MA, 02115, USA.	Brian M	BM	Alexander
66	2	Department of Medical Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA, USA.	F Stephen	FS	Hodi
66	3	Department of Medical Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA, USA.	Elizabeth I	EI	Buchbinder
66	4	Department of Medical Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA, USA.	Patrick A	PA	Ott
66	5	Department of Radiation Oncology, Brigham and Women's Hospital, Harvard Medical School, 75 Francis Street, Boston, MA, 02115, USA.	Ayal A	AA	Aizer
67	0	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Patrick A	PA	Ott
67	1	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Yung-Jue	YJ	Bang
67	2	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Dominique	D	Berton-Rigaud
67	3	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Elena	E	Elez
67	4	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Michael J	MJ	Pishvaian
67	5	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Hope S	HS	Rugo
67	6	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Igor	I	Puzanov
67	7	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Janice M	JM	Mehnert
67	8	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Kyaw L	KL	Aung
67	9	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Juanita	J	Lopez
67	10	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Marion	M	Carrigan
67	11	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Sanatan	S	Saraf
67	12	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Mei	M	Chen
67	13	Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Michael J. Pishvaian, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC; Hope S. Rugo, University of California San Francisco, San Francisco, CA; Igor Puzanov, Roswell Park Cancer Institute, Buffalo, NY; Janice M. Mehnert, Rutgers Cancer Institute of New Jersey, New Brunswick; Marion Carrigan, Sanatan Saraf, and Mei Chen, Merck, Kenilworth, NJ; Yung-Jue Bang, Seoul National University College of Medicine, Seoul, Republic of Korea; Dominique Berton-Rigaud, Institut de Cancérologie de l'Ouest Centre René Gauducheau, Saint-Herblain; Jean-Charles Soria, Gustave Roussy and University Paris-Sud, Villejuif, France; Elena Elez, Vall d'Hebron Institute of Oncology, Barcelona, Spain; Kyaw L. Aung, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; and Juanita Lopez, The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, United Kingdom.	Jean-Charles	JC	Soria
